ORPHA:58	Alexander disease
ORPHA:93400	Congenital sialidosis type 2
ORPHA:268261	DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion
ORPHA:411641	Ocular cystinosis
ORPHA:268947	Unilateral focal polymicrogyria
ORPHA:101071	Unilateral hemispheric polymicrogyria
ORPHA:208447	Bilateral generalized polymicrogyria
ORPHA:158673	Localized dystrophic epidermolysis bullosa, acral form
ORPHA:157846	Neuroferritinopathy
ORPHA:411634	Juvenile nephropathic cystinosis
ORPHA:2072	Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome
ORPHA:101030	Subependymal nodular heterotopia
ORPHA:101029	Sub-cortical nodular heterotopia
ORPHA:90324	Cockayne syndrome type 3
ORPHA:391646	Feingold syndrome type 2
ORPHA:208444	Bilateral frontal polymicrogyria
ORPHA:208441	Bilateral parasagittal parieto-occipital polymicrogyria
ORPHA:101070	Bilateral frontoparietal polymicrogyria
ORPHA:98889	Bilateral perisylvian polymicrogyria
ORPHA:95232	Lissencephaly due to LIS1 mutation
ORPHA:357058	Autosomal recessive cutis laxa type 2A
ORPHA:294023	Neonatal inflammatory skin and bowel disease
ORPHA:530983	Lamb-Shaffer syndrome
ORPHA:541423	Growth delay-intellectual disability-hepatopathy syndrome
ORPHA:542306	GNB5-related intellectual disability-cardiac arrhythmia syndrome
ORPHA:543470	Optic atrophy-ataxia-peripheral neuropathy-global developmental delay syndrome
ORPHA:544254	SYNGAP1-related developmental and epileptic encephalopathy
ORPHA:398079	SIM1-related Prader-Willi-like syndrome
ORPHA:352682	Cobblestone lissencephaly without muscular or ocular involvement
ORPHA:370997	Muscle-eye-brain disease with bilateral multicystic leucodystrophy
ORPHA:1084	Isolated lissencephaly type 1 without known genetic defects
ORPHA:79408	Autosomal recessive generalized dystrophic epidermolysis bullosa, severe form
ORPHA:79410	Localized dystrophic epidermolysis bullosa, pretibial form
ORPHA:79409	Recessive dystrophic epidermolysis bullosa inversa
ORPHA:79411	Self-improving dystrophic epidermolysis bullosa
ORPHA:88644	Autosomal recessive ataxia, Beauce type
ORPHA:93945	X-linked intellectual disability, Porteous type
ORPHA:563609	Isolated anencephaly
ORPHA:93950	X-linked intellectual disability, Sutherland-Haan type
ORPHA:93399	Juvenile sialidosis type 2
ORPHA:563612	Isolated exencephaly
ORPHA:79473	Porphyria variegata
ORPHA:1855	Spondyloenchondrodysplasia
ORPHA:561854	FOXG1 syndrome
ORPHA:544488	Global developmental delay-alopecia-macrocephaly-facial dysmorphism-structural brain anomalies syndrome
ORPHA:565624	Combined oxidative phosphorylation defect type 39
ORPHA:564178	Primary hypomagnesemia-refractory seizures-intellectual disability syndrome
ORPHA:572798	WARS2-related combined oxidative phosphorylation defect
ORPHA:565899	POMGNT2-related limb-girdle muscular dystrophy R24
ORPHA:363958	17q21.31 microdeletion syndrome
ORPHA:363965	Koolen-De Vries syndrome due to a point mutation
ORPHA:411511	Angelman syndrome due to a point mutation
ORPHA:411515	Angelman syndrome due to imprinting defect in 15q11-q13
ORPHA:98794	Angelman syndrome due to maternal 15q11q13 deletion
ORPHA:98795	Angelman syndrome due to paternal uniparental disomy of chromosome 15
ORPHA:221016	Rothmund-Thomson syndrome type 2
ORPHA:79282	Methylmalonic acidemia with homocystinuria, type cblC
ORPHA:221008	Rothmund-Thomson syndrome type 1
ORPHA:254525	Temple syndrome due to paternal 14q32.2 microdeletion
ORPHA:254531	Temple syndrome due to paternal 14q32.2 hypomethylation
ORPHA:536467	B3GALT6-related spondylodysplastic Ehlers-Danlos syndrome
ORPHA:96184	Temple syndrome due to maternal uniparental disomy of chromosome 14
ORPHA:177904	Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2
ORPHA:177901	Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1
ORPHA:98793	Prader-Willi syndrome due to paternal 15q11q13 deletion
ORPHA:98754	Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15
ORPHA:453504	Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to a point mutation
ORPHA:352665	Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to 9q21.3 microdeletion
ORPHA:438216	PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome due to a point mutation
ORPHA:314655	Severe neonatal hypotonia-seizures-encephalopathy syndrome due to 5q31.3 microdeletion
ORPHA:314588	Distal triplication 15q
ORPHA:261652	Kleefstra syndrome due to a point mutation
ORPHA:254534	Kagami-Ogata syndrome due to maternal 14q32.2 hypermethylation
ORPHA:352582	Familial infantile myoclonic epilepsy
ORPHA:79284	Methylmalonic acidemia with homocystinuria type cblF
ORPHA:254528	Kagami-Ogata syndrome due to maternal 14q32.2 microdeletion
ORPHA:96334	Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14
ORPHA:209951	Autosomal spastic paraplegia type 18
ORPHA:231568	Autosomal dominant generalized dystrophic epidermolysis bullosa
ORPHA:247691	Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations
ORPHA:79244	Pyruvate dehydrogenase E2 deficiency
ORPHA:217093	Mucopolysaccharidosis type 2, attenuated form
ORPHA:79243	Pyruvate dehydrogenase E1-alpha deficiency
ORPHA:166002	Multiple epiphyseal dysplasia due to collagen 9 anomaly
ORPHA:199343	EAST syndrome
ORPHA:280229	Pelizaeus-Merzbacher disease in female carriers
ORPHA:280234	Null syndrome
ORPHA:67045	X-linked intellectual disability with isolated growth hormone deficiency
ORPHA:217085	Mucopolysaccharidosis type 2, severe form
ORPHA:89844	Lissencephaly syndrome, Norman-Roberts type
ORPHA:280210	Pelizaeus-Merzbacher disease, connatal form
ORPHA:280219	Pelizaeus-Merzbacher disease, classic form
ORPHA:280224	Pelizaeus-Merzbacher disease, transitional form
ORPHA:391428	HSD10 disease, infantile type
ORPHA:93296	Achondrogenesis type 2
ORPHA:99843	Leukocyte adhesion deficiency type II
ORPHA:391457	HSD10 disease, neonatal type
ORPHA:300373	X-linked acrogigantism
ORPHA:97685	17q11 microdeletion syndrome
ORPHA:90307	Parkes Weber syndrome
ORPHA:300605	Juvenile amyotrophic lateral sclerosis
ORPHA:139396	X-linked cerebral adrenoleukodystrophy
ORPHA:411543	Severe phosphoribosylpyrophosphate synthetase superactivity
ORPHA:306617	X-linked complicated spastic paraplegia type 1
ORPHA:255138	Pyruvate dehydrogenase E1-beta deficiency
ORPHA:79246	Pyruvate dehydrogenase phosphatase deficiency
ORPHA:411536	Mild phosphoribosylpyrophosphate synthetase superactivity
ORPHA:255182	Pyruvate dehydrogenase E3-binding protein deficiency
ORPHA:649929	Central precocious puberty in male
ORPHA:93921	Full schwannomatosis
ORPHA:98957	Gelatinous drop-like corneal dystrophy
ORPHA:79098	Sympathetic ophthalmia
ORPHA:45358	Congenital fibrosis of extraocular muscles
ORPHA:209335	Autosomal dominant adult-onset proximal spinal muscular atrophy
ORPHA:98919	Miller Fisher syndrome
ORPHA:33543	Kleine-Levin syndrome
ORPHA:98813	Hypohidrotic ectodermal dysplasia with immunodeficiency
ORPHA:454831	Acute radiation syndrome
ORPHA:60041	Congenital heart block
ORPHA:330058	Hydroa vacciniforme
ORPHA:293173	Acute generalized exanthematous pustulosis
ORPHA:247353	Generalized pustular psoriasis
ORPHA:163525	Subacute cutaneous lupus erythematosus
ORPHA:330012	High altitude pulmonary edema
ORPHA:3282	Multifocal atrial tachycardia
ORPHA:263479	Fuchs heterochromic iridocyclitis
ORPHA:1865	Dyssegmental dysplasia, Silverman-Handmaker type
ORPHA:1830	Schimke immuno-osseous dysplasia
ORPHA:93284	Spondyloepiphyseal dysplasia tarda
ORPHA:2619	Brachydactylous dwarfism, Mseleni type
ORPHA:567983	Parenteral nutrition-associated cholestasis
ORPHA:568051	GJC2-related late-onset primary lymphedema
ORPHA:1675	Dihydropyrimidine dehydrogenase deficiency
ORPHA:2131	Alternating hemiplegia of childhood
ORPHA:356	Gerstmann-Straussler-Scheinker syndrome
ORPHA:2357	Bronchogenic cyst
ORPHA:1329	Complete atrioventricular septal defect
ORPHA:330	Congenital factor XII deficiency
ORPHA:93356	Spondyloepimetaphyseal dysplasia, Missouri type
ORPHA:93352	Spondyloepimetaphyseal dysplasia, Shohat type
ORPHA:17	Fatal infantile lactic acidosis with methylmalonic aciduria
ORPHA:93357	SPONASTRIME dysplasia
ORPHA:133	Chronic beryllium disease
ORPHA:1041	Hydrops fetalis
ORPHA:3235	Progressive deafness with stapes fixation
ORPHA:3384	Truncus arteriosus
ORPHA:1344	Atrial standstill
ORPHA:93360	Spondyloepimetaphyseal dysplasia with joint laxity, leptodactylic type
ORPHA:1143	Neurogenic arthrogryposis multiplex congenita
ORPHA:166011	Multiple epiphyseal dysplasia, Beighton type
ORPHA:3124	Saccharopinuria
ORPHA:941	D-glyceric aciduria
ORPHA:566	Congenital microcoria
ORPHA:2056	Essential fructosuria
ORPHA:2203	Hyperlysinemia
ORPHA:1145	Infantile-onset X-linked spinal muscular atrophy
ORPHA:93307	Multiple epiphyseal dysplasia type 4
ORPHA:93314	Spondylometaphyseal dysplasia, Kozlowski type
ORPHA:85167	Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome
ORPHA:3092	Fixed subaortic stenosis
ORPHA:2299	Aortic arch interruption
ORPHA:439	Isolated right ventricular hypoplasia
ORPHA:2041	Coronary arterial fistula
ORPHA:1686	Cardiac diverticulum
ORPHA:980	Absence of the pulmonary artery
ORPHA:2133	Hemoglobin E disease
ORPHA:1320	Idiopathic camptocormia
ORPHA:656	Genetic steroid-resistant nephrotic syndrome
ORPHA:860	Congenitally uncorrected transposition of the great arteries
ORPHA:737	Porokeratosis plantaris palmaris et disseminata
ORPHA:168549	Axial spondylometaphyseal dysplasia
ORPHA:93316	Spondylometaphyseal dysplasia, Schmidt type
ORPHA:93315	Spondylometaphyseal dysplasia, 'corner fracture' type
ORPHA:99826	Marburg hemorrhagic fever
ORPHA:891	Familial exudative vitreoretinopathy
ORPHA:79501	Punctate palmoplantar keratoderma type 1
ORPHA:340	Hemorrhagic fever-renal syndrome
ORPHA:1303	Bronchiolitis obliterans with obstructive pulmonary disease
ORPHA:2902	Idiopathic chronic eosinophilic pneumonia
ORPHA:1083	Microlissencephaly
ORPHA:2356	Arachnoid cyst
ORPHA:40923	Eales disease
ORPHA:99827	Crimean-Congo hemorrhagic fever
ORPHA:36386	Hereditary sensory and autonomic neuropathy type 1
ORPHA:37553	Andersen-Tawil syndrome
ORPHA:35706	Glutaric acidemia type 3
ORPHA:35858	Imerslund-Gräsbeck syndrome
ORPHA:1677	Familial idiopathic dilatation of the right atrium
ORPHA:488	Urachal cyst
ORPHA:99829	Yellow fever
ORPHA:41751	Bietti crystalline dystrophy
ORPHA:51208	Formiminoglutamic aciduria
ORPHA:48435	Postinfectious vasculitis
ORPHA:57777	Cirrhotic cardiomyopathy
ORPHA:53372	Hereditary geniospasm
ORPHA:59298	Schilder disease
ORPHA:59181	Sorsby pseudoinflammatory fundus dystrophy
ORPHA:64734	Iridocorneal endothelial syndrome
ORPHA:60025	Pulmonary alveolar microlithiasis
ORPHA:79319	MPI-CDG
ORPHA:319251	Rift valley fever
ORPHA:79324	ALG12-CDG
ORPHA:79320	ALG6-CDG
ORPHA:64744	IgG4-related thyroid disease
ORPHA:64743	Hepatoportal sclerosis
ORPHA:65681	Vaginal atresia
ORPHA:67042	Late-onset retinal degeneration
ORPHA:69076	Familial renal glucosuria
ORPHA:69663	Low phospholipid-associated cholelithiasis
ORPHA:69745	Warty dyskeratoma
ORPHA:70472	Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type
ORPHA:71275	Rh deficiency syndrome
ORPHA:79326	ALG2-CDG
ORPHA:79327	ALG1-CDG
ORPHA:79328	ALG9-CDG
ORPHA:79329	MGAT2-CDG
ORPHA:75376	Familial drusen
ORPHA:75508	Angioosteohypotrophic syndrome
ORPHA:75566	Loeffler endocarditis
ORPHA:75858	MORM syndrome
ORPHA:77296	Morgagni-Stewart-Morel syndrome
ORPHA:86309	DPAGT1-CDG
ORPHA:79330	MOGS-CDG
ORPHA:79093	Foix-Alajouanine syndrome
ORPHA:79078	IgG4-related dacryoadenitis and sialadenitis
ORPHA:79097	Folinic acid-responsive seizures
ORPHA:79322	DPM1-CDG
ORPHA:447	Paroxysmal nocturnal hemoglobinuria
ORPHA:321	Multiple osteochondromas
ORPHA:79128	Lymphoid interstitial pneumonia
ORPHA:79127	Respiratory bronchiolitis-interstitial lung disease syndrome
ORPHA:79101	Hyperprolinemia type 2
ORPHA:79100	Atrophoderma vermiculata
ORPHA:79323	MPDU1-CDG
ORPHA:79153	Idiopathic trachyonychia
ORPHA:79145	Dowling-Degos disease
ORPHA:79138	Bickerstaff brainstem encephalitis
ORPHA:79333	COG7-CDG
ORPHA:79240	Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency
ORPHA:79332	B4GALT1-CDG
ORPHA:91131	DK1-CDG
ORPHA:83471	T-cell immunodeficiency with thymic aplasia
ORPHA:84081	Senior-Boichis syndrome
ORPHA:79644	Autosomal recessive hyperinsulinism due to Kir6.2 deficiency
ORPHA:83451	Florid cemento-osseous dysplasia
ORPHA:85451	ATTRV122I amyloidosis
ORPHA:2785	Osteopetrosis with renal tubular acidosis
ORPHA:85188	Metaphyseal dysplasia, Braun-Tinschert type
ORPHA:85450	Hereditary amyloidosis with primary renal involvement
ORPHA:90041	Gaisböck syndrome
ORPHA:90368	Hypotrichosis simplex of the scalp
ORPHA:763	Pycnodysostosis
ORPHA:90039	Hemoglobin D disease
ORPHA:95430	Congenital tracheomalacia
ORPHA:97339	Dural sinus malformation
ORPHA:98856	Charcot-Marie-Tooth disease type 2B1
ORPHA:98962	Granular corneal dystrophy type I
ORPHA:35173	X-linked dominant chondrodysplasia punctata
ORPHA:596	X-linked centronuclear myopathy
ORPHA:3406	Ulerythema ophryogenesis
ORPHA:94086	Blue diaper syndrome
ORPHA:91495	Persistent hyperplastic primary vitreous
ORPHA:93108	Renal dysplasia
ORPHA:166119	Isolated osteopoikilosis
ORPHA:99867	Thymoma
ORPHA:91139	Simple cryoglobulinemia
ORPHA:91359	Chronic pneumonitis of infancy
ORPHA:91411	Congenital ptosis
ORPHA:91412	Marcus-Gunn syndrome
ORPHA:90362	Primary intestinal lymphangiectasia
ORPHA:425	Apolipoprotein A-I deficiency
ORPHA:100974	FRAXF syndrome
ORPHA:100057	Renin-angiotensin-aldosterone system-blocker-induced angioedema
ORPHA:99931	Idiopathic pulmonary hemosiderosis
ORPHA:99845	Genetic recurrent myoglobinuria
ORPHA:99956	Charcot-Marie-Tooth disease type 4B2
ORPHA:99948	Charcot-Marie-Tooth disease type 4A
ORPHA:99094	Laubry-Pezzi syndrome
ORPHA:98974	Fuchs endothelial corneal dystrophy
ORPHA:99646	Metaphyseal chondromatosis with D-2-hydroxyglutaric aciduria
ORPHA:99095	Congenital Gerbode defect
ORPHA:96253	Cushing disease
ORPHA:98963	Granular corneal dystrophy type II
ORPHA:189427	Cushing syndrome due to bilateral macronodular adrenocortical disease
ORPHA:363705	Craniofaciofrontodigital syndrome
ORPHA:141152	Isolated congenital hypoglossia/aglossia
ORPHA:158048	Hemophagocytic syndrome associated with an infection
ORPHA:79456	Diffuse cutaneous mastocytosis
ORPHA:141099	Proboscis lateralis
ORPHA:141083	Nasolacrimal duct cyst
ORPHA:79455	Cutaneous mastocytoma
ORPHA:79480	Pemphigus erythematosus
ORPHA:79481	Pemphigus foliaceus
ORPHA:139431	Jeavons syndrome
ORPHA:90363	Secondary intestinal lymphangiectasia
ORPHA:137605	Legius syndrome
ORPHA:139417	Acute transverse myelitis
ORPHA:103909	Trehalase deficiency
ORPHA:103918	Tropical pancreatitis
ORPHA:101097	Autosomal recessive Charcot-Marie-Tooth disease with hoarseness
ORPHA:103907	Chronic diarrhea due to glucoamylase deficiency
ORPHA:199354	Cerebral autosomal recessive arteriopathy-subcortical infarcts-leukoencephalopathy
ORPHA:183675	Recurrent infections associated with rare immunoglobulin isotypes deficiency
ORPHA:171706	Short stature-delayed bone age due to thyroid hormone metabolism deficiency
ORPHA:178382	Congenital vertical talus
ORPHA:168621	Dysplasia of head of femur, Meyer type
ORPHA:163921	Posttransplant acute limbic encephalitis
ORPHA:87503	Mal de Meleda
ORPHA:2199	Epidermolytic palmoplantar keratoderma
ORPHA:495	Transgrediens et progrediens palmoplantar keratoderma
ORPHA:79303	Congenital bile acid synthesis defect type 2
ORPHA:79302	Congenital bile acid synthesis defect type 3
ORPHA:79095	Congenital bile acid synthesis defect type 4
ORPHA:79457	Maculopapular cutaneous mastocytosis
ORPHA:163681	CNTNAP2-related developmental and epileptic encephalopathy
ORPHA:158061	Macrophage activation syndrome
ORPHA:158057	Acquired hemophagocytic lymphohistiocytosis associated with malignant disease
ORPHA:206594	Subacute inflammatory demyelinating polyneuropathy
ORPHA:209919	Idiopathic copper-associated cirrhosis
ORPHA:209959	Phacoanaphylactic uveitis
ORPHA:209964	Solitary rectal ulcer syndrome
ORPHA:217059	Isolated congenital digital clubbing
ORPHA:217253	NMDA receptor encephalitis
ORPHA:572013	Posterior-predominant lissencephaly-broad flat pons and medulla-midline crossing defects syndrome
ORPHA:2848	Camptodactyly-arthropathy-coxa-vara-pericarditis syndrome
ORPHA:206546	Symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers
ORPHA:206572	Overlap myositis
ORPHA:477	KID syndrome
ORPHA:189	Hidrotic ectodermal dysplasia
ORPHA:1010	Autosomal dominant palmoplantar keratoderma and congenital alopecia
ORPHA:69087	Naegeli-Franceschetti-Jadassohn syndrome
ORPHA:79395	Keratoderma hereditarium mutilans with ichthyosis
ORPHA:206599	Isolated asymptomatic elevation of creatine phosphokinase
ORPHA:589618	Dystonia 28
ORPHA:251380	Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome
ORPHA:309155	Sandhoff disease, infantile form
ORPHA:401986	1p31p32 microdeletion syndrome
ORPHA:309169	Sandhoff disease, adult form
ORPHA:309162	Sandhoff disease, juvenile form
ORPHA:542310	Leukoencephalopathy with calcifications and cysts
ORPHA:228346	CLN3 disease
ORPHA:467166	Tubulinopathy-associated dysgyria
ORPHA:171680	Lissencephaly due to TUBA1A mutation
ORPHA:2254	Pontocerebellar hypoplasia type 1
ORPHA:363722	Alexander disease type II
ORPHA:363717	Alexander disease type I
ORPHA:508093	MEPAN syndrome
ORPHA:544469	PRUNE1-related neurological syndrome
ORPHA:334	Familial atrial fibrillation
ORPHA:3363	Trichomegaly-retina pigmentary degeneration-dwarfism syndrome
ORPHA:555877	FLNA-related X-linked myxomatous valvular dysplasia
ORPHA:88630	Terminal osseous dysplasia-pigmentary defects syndrome
ORPHA:536	Systemic lupus erythematosus
ORPHA:562528	Congenital limbs-face contractures-hypotonia-developmental delay syndrome
ORPHA:436159	Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency
ORPHA:3338	Toriello-Carey syndrome
ORPHA:97362	Renal hypoplasia, bilateral
ORPHA:488232	Split-foot malformation-mesoaxial polydactyly syndrome
ORPHA:589821	Congenital-onset Steinert myotonic dystrophy
ORPHA:589905	PHIP-related behavioral problems-intellectual disability-obesity-dysmorphic features syndrome
ORPHA:2874	Phakomatosis pigmentokeratotica
ORPHA:91414	Pilomatrixoma
ORPHA:319332	Autosomal recessive myogenic arthrogryposis multiplex congenita
ORPHA:79414	Woolly hair nevus
ORPHA:293181	Malignant migrating focal seizures of infancy
ORPHA:254913	Isolated ATP synthase deficiency
ORPHA:171445	Muscle filaminopathy
ORPHA:251061	7q31 microdeletion syndrome
ORPHA:324525	Hypertrophic cardiomyopathy with kidney anomalies due to mitochondrial DNA mutation
ORPHA:261229	14q11.2 microduplication syndrome
